"","iPSC","NPC","Fetal_replicating","Fetal_quiescent","OPC","Neurons","Astrocytes","Oligodendrocytes","Microglia","Endothelial"
"LBPSEMA4BRAIN021",-5.40653990772297e-18,0.0181902307807805,1.22560025412125e-17,0.000803827997814301,-1.87326807931461e-18,1.98839804909009e-19,0.278907840170957,0.422892042818492,0.071982514031628,0.207223544200328
"LBPSEMA4BRAIN022",-8.82169177454187e-18,-4.90284123351885e-18,3.55570845084392e-17,0.0315154554922157,-1.1572544172127e-18,0.498592790282011,0.256995644575719,0.131999001189187,0.0625760018167876,0.0183211066440793
"LBPSEMA4BRAIN023",-1.9738903772532e-17,-3.95408638824619e-20,-2.49330212674171e-20,0.00416611505046262,0.00967124326780054,0.357407719550929,0.296480946994694,0.195279897870487,0.0264287250432771,0.11056535222235
"LBPSEMA4BRAIN025",-8.0396937549831e-19,-3.25323927094289e-19,6.97264148038083e-18,6.01981761738677e-19,1.02498040763033e-18,0.311479475821615,0.262535410599947,0.372125975075477,0.0504027391298434,0.00345639937311852
"LBPSEMA4BRAIN026",-1.83918276875968e-17,-2.18332020930926e-18,-1.92733360360962e-17,7.0339635677005e-18,-1.87710782379582e-18,0.242374487815948,0.212287959807867,0.36436777984864,0.113003892870393,0.0679658796571526
"LBPSEMA4BRAIN028",-2.6320670844583e-17,-2.94670105612533e-18,1.4363437988138e-17,-3.76452546306457e-20,1.56286576228167e-17,0.383709471006667,0.225598884886515,0.27859477373256,0.0628971649952998,0.0491997053789583
"LBPSEMA4BRAIN029",-1.89567804353258e-17,1.07862213841718e-18,-1.83821336472121e-17,-3.99196094871274e-19,2.85839819408436e-17,0.24537008460912,0.210913771497845,0.377340399485359,0.124256966977366,0.0421187774303112
"LBPSEMA4BRAIN030",-3.32480978287031e-18,0.0030394655378513,1.28220454063478e-17,-1.08748077556247e-18,1.58794685784883e-18,0.00742161684894827,0.257066512248599,0.514338589163534,0.132550614481823,0.0855832017192443
"LBPSEMA4BRAIN031",-2.15169702269425e-17,-1.18124274021154e-18,-4.99175577005005e-18,0.0345355408264518,1.91186749855006e-18,0.480282647015521,0.208694857025697,0.220606300766003,-3.75915304497213e-19,0.0558806543663277
"LBPSEMA4BRAIN032",-1.53827865068994e-17,-3.25041106442384e-18,2.2793184849999e-17,4.61533525040573e-19,1.85078012818085e-17,0.263801371046024,0.241248236786952,0.439877666975307,0.0455537499489869,0.00951897524272933
"LBPSEMA4BRAIN033",-1.39924151839719e-17,4.78783692020833e-19,-7.96751143672516e-18,2.16690629794128e-18,1.49809865883885e-17,0.152378985602366,0.280917704341575,0.41051029268975,0.0821138709118299,0.0740791464544793
"LBPSEMA4BRAIN034",-9.27669829917774e-18,-3.93886447730267e-18,-7.8788664996987e-18,0.00158987549088983,-8.7759497268423e-19,0.43775203384104,0.303418226055401,0.195142030201684,0.0309650858134668,0.031132748597518
"LBPSEMA4BRAIN035",-1.18615885419428e-17,-3.29052653972533e-18,-1.64961565044826e-17,0.00379407256970471,1.86492407648483e-18,0.446728803857838,0.242820028248059,0.259455017745574,0.0125943743356866,0.0346077032431371
"LBPSEMA4BRAIN036",-6.34242375267357e-18,2.87433975996541e-18,-2.3498595495763e-17,0.0134060201389034,2.92285193316362e-19,0.480419378722225,0.212953086806452,0.13242463083259,0.0766764631881072,0.0841204203117222
"LBPSEMA4BRAIN037",-2.72088496976626e-17,-6.37743721571704e-18,-1.32859370882444e-18,0.0189194547688618,0.0469181184892933,0.434202913699453,0.294553250350853,0.117654590897743,-1.47922425332865e-19,0.0877516717937951
"LBPSEMA4BRAIN038",-1.1394841233739e-17,7.2603466460563e-18,3.3115805813086e-17,-4.15328235566954e-21,-2.46944826582672e-18,0.31760161736643,0.305349382417628,0.319461526284766,0.0193650957844367,0.0382223781467393
"LBPSEMA4BRAIN039",-9.11894806119248e-18,8.10514639987554e-18,1.25380773022895e-17,1.19445021761344e-18,-1.15107471792617e-18,0.422144674012354,0.237377736402209,0.339166164033707,-3.47498692084738e-18,0.00131142555173051
"LBPSEMA4BRAIN040",1.26803496845974e-17,-3.86285762164466e-18,2.07703566027062e-17,2.04696116002022e-19,1.64153742089939e-17,0.304953526376191,0.200368217273977,0.304482823614208,0.112033994146328,0.0781614385892958
"LBPSEMA4BRAIN043",-2.03750792483549e-17,5.32222423611877e-18,-1.23529908115184e-17,1.36829138393031e-20,-7.10989371780051e-19,0.329907603979531,0.294237371427635,0.251520900643441,0.0413191469970418,0.0830149769523512
"LBPSEMA4BRAIN044",-6.10721822992422e-18,4.22088207504092e-18,1.71923905048387e-17,0.00747194722590629,4.98376794996211e-19,0.444795514945346,0.270639915271624,0.189093829927619,-6.86741541658829e-20,0.0879987926295056
"LBPSEMA4BRAIN045",-1.54484356263779e-17,-4.17683583449562e-18,6.78597692158122e-18,0.00293906247340359,-2.39007231820901e-18,0.320686952959549,0.265119850323056,0.361588200175595,0.0342697480247082,0.0153961860436884
"LBPSEMA4BRAIN046",-1.54520602989325e-17,4.06905387291222e-18,7.76189465801385e-18,0.0157116162463057,-1.22327147835288e-19,0.49333375995527,0.243068202351101,0.160152659820055,0.0461587096067449,0.0415750520205246
"LBPSEMA4BRAIN047",-1.91121024467255e-17,3.65819788085334e-18,-1.68814709115716e-17,0.0265591410543243,-2.24354422608599e-19,0.515735231141808,0.278325786254347,0.128046332387763,0.0402881777880517,0.0110453313737059
"LBPSEMA4BRAIN048",-3.40315854061817e-17,-1.04493720492564e-19,-5.32153853351455e-19,-1.67511019506694e-19,0.0295474118934912,0.419377239333314,0.296166375660206,0.155806700792934,0.0281581450850268,0.0709441272350283
"LBPSEMA4BRAIN050",-2.38793429174283e-17,6.29274548530445e-18,-2.33890950642805e-17,-6.78157157059294e-20,-1.0593457529134e-19,0.382634597472841,0.293254885878055,0.266264947198404,0.0355922070320474,0.022253362418652
"LBPSEMA4BRAIN051",-8.2003673255115e-18,3.16427853112742e-19,3.09908787678828e-17,2.43556084079984e-19,-4.68187533567371e-18,0.193600269558306,0.228670559681017,0.401231191066015,0.0510519541228827,0.12544602557178
"LBPSEMA4BRAIN054",-1.75378661183325e-17,6.05950052034921e-18,3.05250816694011e-18,0.00737886094068254,1.04914521477842e-20,0.413423067116747,0.319140128752037,0.17776255283543,0.0242860263165681,0.058009364038535
"LBPSEMA4BRAIN055",-1.22097572249121e-17,-2.83141263797749e-19,6.13204879395941e-19,1.20811694748371e-18,-1.13295081419028e-18,0.404756856383783,0.235772853398371,0.258361907819654,0.0105798036815891,0.0905285787166023
"LBPSEMA4BRAIN056",-1.20945313481421e-17,1.47863880941175e-18,3.53036263913904e-17,-1.05050802555029e-18,1.60670338186266e-17,0.267992913159651,0.273110791298191,0.378072336986041,0.0329954234430192,0.0478285351130983
"LBPSEMA4BRAIN058",-2.48924976544621e-17,2.73442257407311e-18,2.55695666593845e-17,0.000854077661224476,9.98654101889037e-19,0.394609622309704,0.267569618206395,0.271499836550983,0.0255510904001503,0.0399157548715432
"LBPSEMA4BRAIN060",1.15006075331795e-18,2.28679189871247e-18,4.31663088112289e-18,-1.39813409243959e-18,-7.46797159271987e-19,0.3783362780134,0.304059666583858,0.272400417369437,0.00528870057159817,0.0399149374617074
"LBPSEMA4BRAIN063",-4.37640370715689e-18,-7.2545671339617e-18,1.31512270079122e-17,1.1034369356227e-18,1.99857246334801e-18,0.309940631973681,0.233654466074432,0.365833348600643,0.064310576636079,0.0262609767151653
"LBPSEMA4BRAIN064",8.90974896531093e-21,-3.07252231522503e-19,-2.14549653753918e-17,6.07594809936886e-19,1.31588032641424e-17,0.246457215166916,0.246043630303538,0.416718849861716,0.0822515016571868,0.00852880301064366
"LBPSEMA4BRAIN065",-1.11062891764285e-17,-3.58265477300611e-18,1.15590690307495e-17,3.01628330260239e-19,1.12432916974218e-17,0.0974363165282173,0.2400764691448,0.488280867332072,0.146178416541441,0.0280279304534698
"LBPSEMA4BRAIN066",-8.8777834184871e-18,7.31918369706546e-19,1.22527079914333e-17,0.0112799505747168,-6.54321196770238e-18,0.322002123884547,0.278058247941731,0.262393953038214,1.7002330535989e-17,0.126265724560791
"LBPSEMA4BRAIN069",-2.44542934339392e-17,-3.68733057959203e-19,-2.50603698996773e-17,1.41155126824096e-18,-1.38935970759798e-18,0.367563917639969,0.235196790638038,0.327580754109557,0.0477209805164402,0.0219375570959957
"LBPSEMA4BRAIN071",-1.67914426309501e-19,3.45783213385859e-18,-1.28203343929938e-17,0.0257505901567747,5.86197635859253e-19,0.446419237756519,0.266873513167199,0.163449393351887,-7.48648747826727e-20,0.09750726556762
"LBPSEMA4BRAIN072",-2.4976841661817e-17,2.7054961002025e-18,3.61051442258745e-18,0.00817425334339107,0.0031360890364037,0.457810080070619,0.268980498730471,0.154622145577994,0.0179081475717205,0.0893687856694015
"LBPSEMA4BRAIN077",7.79907661197839e-19,8.3694968485666e-19,-1.08125449813759e-17,5.99123375617232e-19,-1.99786261744118e-18,0.234019829766508,0.24548434549404,0.466436015159346,0.0540598095801061,-1.71684365941333e-19
"LBPSEMA4BRAIN080",-4.25100924130816e-18,-4.32639799664029e-20,1.01050612923815e-19,0.0193607745439143,0.018233832867352,0.442027441413923,0.276415274617642,0.227556668770286,0.00283229072442219,0.0135737170624608
"LBPSEMA4BRAIN081",1.17426780363958e-17,0.00062175330756797,-1.59179892206074e-17,-1.81108692060094e-18,6.08066917756426e-19,0.0519107206760068,0.260450324199921,0.53559990700186,0.00755149071126105,0.143865804103384
"LBPSEMA4BRAIN083",-2.51480558935146e-17,5.85886666842941e-19,-1.86870772478059e-17,0.00648208868716057,9.74677378476036e-19,0.439479894415798,0.224740479200675,0.0508314273427133,0.103175335274807,0.175290775078847
"LBPSEMA4BRAIN084",-7.1737054488865e-18,-6.7007950283705e-20,2.64164062554856e-17,-4.79803919879588e-19,5.61931678826909e-19,0.0778188159669621,0.245462113501292,0.485885305604045,0.138849383237984,0.0519843816897173
"LBPSEMA4BRAIN085",1.77389900679491e-18,7.85184572976423e-18,3.8543327122175e-17,0.00295777300310872,-4.13662736898154e-18,0.424994503499637,0.189509574011861,0.302115737713792,0.0457163291890045,0.0347060825825963
"LBPSEMA4BRAIN086",-8.46036296276357e-18,-2.18119409939737e-18,1.33237105283247e-17,7.78238272487594e-20,1.57084611379263e-17,0.322395444322855,0.247348858554733,0.350697350818564,0.0201782960446559,0.0593800502591915
"LBPSEMA4BRAIN088",-2.03140833287328e-17,-2.5506809722002e-18,3.01884186169726e-17,-6.17910942155305e-19,1.83098339600022e-17,0.389375231156406,0.266394583867524,0.282494837053328,0.045108029516819,0.0166273184059235
"LBPSEMA4BRAIN089",-7.96115306664045e-18,3.29597812468816e-18,-1.67632647012981e-17,0.0175034437036242,5.6640860766716e-19,0.411398401240458,0.238116695893332,0.299370724266766,0.0171179024543013,0.0164928324415189
"LBPSEMA4BRAIN091",-1.16992245001334e-17,-6.10856117728398e-18,1.18719896011875e-17,2.53954471984184e-18,6.05123314706748e-19,0.150549561348611,0.284524173537395,0.319279271847225,0.048784387196508,0.196862606070261
"LBPSEMA4BRAIN092",-1.76801508167672e-17,6.91633962367709e-18,2.4412316322863e-17,0.00409112426864044,4.86840665082024e-19,0.408162742357352,0.206596001660056,0.285080767181375,0.0917766804743273,0.00429268405824901
"LBPSEMA4BRAIN093",-1.3967358856917e-17,-1.14465258002431e-18,1.68349373957172e-17,-1.57885078197513e-19,-3.47989646257721e-18,0.350453000333649,0.314360207756706,0.274170912298056,0.00979685011922283,0.0512190294923667
"LBPSEMA4BRAIN094",-2.13716496789013e-17,3.15144550889861e-18,1.43182538757421e-17,0.022456092219017,2.04977196368593e-18,0.461209267468218,0.219550397731488,0.185372502362197,0.0196381161587413,0.0917736240603391
"LBPSEMA4BRAIN096",-1.43836523992713e-17,2.3432035673859e-18,4.72278788516489e-18,-1.01671988083882e-19,3.50834780948561e-19,0.291849548510013,0.334516792002024,0.215928105197616,0.0226807371386003,0.135024817151747
"LBPSEMA4BRAIN098",-2.12186546965626e-17,6.34757311266028e-18,3.23566973258708e-17,0.0108445819730609,1.76543567937527e-17,0.422948718226191,0.189652140363599,0.289442868949994,0.0720814941882751,0.0150301962988802
"LBPSEMA4BRAIN099",9.06089850208027e-18,0.0101059234802442,-8.59437970893999e-18,-2.52092887838952e-18,-1.62611683680236e-18,0.0794236182130542,0.232784273278085,0.465480522997558,0.107257330415303,0.104948331615755
"LBPSEMA4BRAIN100",-2.25519543449003e-17,4.80491837226033e-18,-3.66786774328023e-19,0.0185096581174411,-1.39641939814637e-19,0.437573723059323,0.253903573235239,0.254124661541194,0.0120882530590868,0.0238001309877167
"LBPSEMA4BRAIN103",6.23808921401063e-18,-1.41555555213331e-18,1.08307825157736e-17,3.25759843588112e-19,1.8843417171017e-17,0.188008894257901,0.246801493132081,0.439451911063015,0.0770100125045299,0.048727689042474
"LBPSEMA4BRAIN104",-1.96595512314731e-17,4.52764443365718e-18,2.24437756482057e-17,0.0163903268519703,0.0158299795175191,0.412467896132069,0.277221314791822,0.149808498047061,0.0369595723740466,0.0913224122855116
"LBPSEMA4BRAIN105",-1.55631494262613e-17,-2.23522336256903e-20,2.53415023779924e-17,-1.09107738921313e-20,1.55131854468469e-17,0.320449811498786,0.139320028643387,0.322639890103107,0.143131726931725,0.0744585428229955
"LBPSEMA4BRAIN106",-1.50641770173504e-17,-2.46086738990676e-18,4.03776147267785e-18,0.0295607871210911,0.0156918480974315,0.404218972081796,0.312998560105658,0.19070588540086,-1.28822009243586e-18,0.0468239471931625
"LBPSEMA4BRAIN110",-8.43746660606157e-18,2.77502669099023e-18,1.47139824301599e-17,-3.22848586298448e-19,-1.26946779652755e-18,0.260086618379458,0.257205918364855,0.395632691383655,0.0536864029963265,0.0333883688757057
"LBPSEMA4BRAIN111",7.85984978933423e-19,-2.41043614789833e-18,-6.46266973011872e-18,0.0242070961867856,1.14594957486936e-17,0.510129450790854,0.185368506710385,0.161611677453709,0.0188529866959585,0.0998302821623075
"LBPSEMA4BRAIN112",-1.23847833019685e-17,3.26159465065837e-18,3.1093673227428e-17,0.00501123234875031,-2.11446644308598e-18,0.395019950640451,0.172023954491367,0.282666021204415,0.0847548571723674,0.0605239841426486
"LBPSEMA4BRAIN113",-9.37136843686308e-18,-2.336701712313e-19,-3.90739852326861e-17,1.72864733772195e-18,4.88492922178511e-18,0.173110734859626,0.247515451873894,0.469516871518878,0.0760985831600608,0.0337583585875408
"LBPSEMA4BRAIN115",-8.8288583552374e-19,-1.3259556624763e-18,-1.3791607172167e-17,-1.37603114859303e-18,9.17742961721407e-18,0.0685646527599752,0.258977837343624,0.490448686796958,0.119467641813262,0.062541181286182
"LBPSEMA4BRAIN119",-1.56105563259743e-17,-5.7895007487218e-18,1.91872025667967e-18,0.0172856522271357,-2.82209466107059e-19,0.448028772626961,0.273865589390795,0.17009536611919,0.017694896804434,0.0730297228314847
"LBPSEMA4BRAIN120",-2.08951149949165e-17,5.67048653489457e-19,-2.43514795721815e-17,0.00139274526842609,1.74929194776069e-18,0.427430199161382,0.259364320437336,0.265272034132649,0.0147972019689954,0.0317434990312113
"LBPSEMA4BRAIN121",6.20064832408825e-19,-2.25197053526697e-18,-3.32045466445018e-17,-8.14197448604161e-20,-3.13376660419983e-18,0.255863048448417,0.290390163515455,0.273664883784709,0.0421663152327171,0.137915589018703
"LBPSEMA4BRAIN122",-1.55765799257993e-17,-4.04793511233903e-18,1.35820011240196e-18,-3.8184636564046e-19,-2.24199803164696e-18,0.266471815347102,0.226455427732727,0.385296890987865,0.102287145274804,0.0194887206575029
"LBPSEMA4BRAIN124",-1.05895542579812e-17,7.08800741716361e-18,4.45892295417565e-17,0.0151508406670566,-1.60592855781192e-18,0.448421528970495,0.237780513865053,0.28152913444052,0.00852318872467148,0.00859479333220366
"LBPSEMA4BRAIN125",-1.43111856176146e-17,1.83938347820458e-18,-1.8196484513992e-17,2.50937843529739e-20,4.46921587296966e-20,0.402269632796381,0.240003550370096,0.323028554545854,0.00958644032585182,0.0251118219618172
"LBPSEMA4BRAIN126",1.25479683943084e-18,-3.33054360727195e-18,-1.81235839148429e-17,4.64814019106342e-19,2.35280591527227e-17,0.306311612274493,0.276331449023606,0.320924776501629,0.0359922705430166,0.0604398916572569
"LBPSEMA4BRAIN127",-2.13588774094056e-17,-2.69051221498066e-18,1.78176828992078e-17,0.00611704990147939,4.71411462586647e-19,0.458322766670991,0.203702275143028,0.138868724114754,0.0641342730811954,0.128854911088552
"LBPSEMA4BRAIN128",1.59282594774725e-18,-7.83798080877578e-19,4.11819459243602e-17,5.9147710823569e-19,-2.02914250194223e-18,0.391013253814746,0.271054468125451,0.289532013899813,1.26892904884788e-20,0.0484002641599899
"LBPSEMA4BRAIN129",-1.95211128698824e-17,9.907544557217e-19,2.57279293402416e-17,-3.12457630322345e-19,2.13826752302244e-17,0.174780162056568,0.262873702222758,0.467934037296778,0.0737140878386697,0.0206980105852267
"LBPSEMA4BRAIN131",-1.8492800029299e-17,-3.03899056267936e-18,-7.97569483315895e-18,-8.46563651797007e-19,1.96367723546912e-17,0.325979599694116,0.26958246261419,0.348211787881812,0.00437445892964301,0.0518516908802388
"LBPSEMA4BRAIN132",-1.18848052435464e-17,1.29599820365097e-17,1.56038903251288e-17,0.00988881132114312,-1.65390689116745e-18,0.416709397568451,0.219815325014315,0.291512922378247,-3.5724195251596e-19,0.062073543717844
"LBPSEMA4BRAIN133",-1.32048549569234e-17,-2.48333692952678e-18,2.03898374108789e-17,-1.51456761520035e-18,3.05851054893402e-17,0.209175116047197,0.187099172287894,0.329731927044335,0.181454514589901,0.0925392700306719
"LBPSEMA4BRAIN134",7.51607956687253e-18,-1.11636194614532e-18,1.89409561285334e-17,-1.28239651875044e-19,1.13954501834001e-18,0.3200263517042,0.245614015347655,0.322794639251921,0.0739335867106777,0.0376314069855462
"LBPSEMA4BRAIN135",-3.17550383943474e-17,2.01777176711603e-18,8.39854921313952e-18,-7.19169569203506e-19,1.14664833493439e-17,0.373912920016148,0.241524297304586,0.305811635867796,0.066360189807408,0.0123909570040628
"LBPSEMA4BRAIN137",-1.5123347981869e-17,6.57091166327686e-19,4.21248996353578e-17,5.74884035114368e-19,1.52566198638884e-17,0.27156167433708,0.261325581696945,0.397776293418436,0.0374012724856721,0.0319351780618662
"LBPSEMA4BRAIN138",2.38276182299927e-18,4.89038552015034e-18,1.90198041145528e-17,-2.45589038919958e-19,-3.66935460362241e-19,0.374630176569656,0.253181685922093,0.287293733155048,0.00783928214730661,0.0770551222058962
"LBPSEMA4BRAIN140",1.80170200141058e-17,-1.47955979548646e-18,2.79849715304576e-17,-2.52815475882355e-19,6.20281285245109e-18,0.0905300148864004,0.256507862567243,0.473993869215707,0.114714035429475,0.0642542179011737
"LBPSEMA4BRAIN141",-1.58646610148851e-17,-6.06217371905477e-20,1.69348187694918e-17,3.47185525191794e-19,2.07425550084575e-17,0.352440365498026,0.225768004878138,0.371177459005721,0.0272561339762293,0.0233580366418857
"LBPSEMA4BRAIN143",-5.72962719077587e-18,3.5821355928669e-18,4.33798944667469e-18,1.14284755294316e-19,-2.1627626413166e-18,0.241527739811452,0.238668926058766,0.441204968142671,0.0516447722048257,0.0269535937822861
"LBPSEMA4BRAIN145",-2.39965549618199e-17,1.27371530924822e-18,3.82252309190092e-17,1.34650040513086e-19,9.27829251135168e-19,0.354458669379628,0.229641722125594,0.34723833479178,0.0592643788917073,0.00939689481129118
"LBPSEMA4BRAIN146",-7.02684514849704e-18,6.22581116619065e-18,2.89624455117061e-17,0.00718128869041564,1.48314536503105e-18,0.500127900295501,0.263093132926682,0.201650200366196,1.50562299365322e-18,0.0279474777212056
"LBPSEMA4BRAIN147",-1.83277171390856e-17,-4.1090647650449e-18,2.95079288970511e-17,0.0315133235889003,1.74962723743124e-18,0.475634745385991,0.239184359970865,0.136258767133898,0.0765279928578286,0.0408808110625173
"LBPSEMA4BRAIN149",-9.54403412072506e-18,1.52401234756772e-18,2.69400894362519e-17,8.16525114858827e-20,1.37890710166367e-18,0.383021151238765,0.238849964337265,0.341904132317128,0.0210650859568289,0.0151596661500132
"LBPSEMA4BRAIN150",-3.6553346831392e-18,1.75128959403922e-18,3.18764941382902e-17,0.00304561053352685,4.58962756646079e-18,0.403067598464896,0.274905073901229,0.222390678150421,2.85877475181665e-19,0.0965910389499265
"LBPSEMA4BRAIN152",-2.61756325954857e-17,7.23286731345525e-18,1.85418617058876e-17,0.0247105351309338,4.10514092348926e-19,0.472709546268806,0.21522852717058,0.206731363497582,0.0634522754736538,0.0171677524584448
"LBPSEMA4BRAIN154",-2.11547305984395e-17,5.83669173774237e-18,3.03071200958921e-17,0.0232754414912699,9.52445346097202e-19,0.487832411295558,0.210800974675874,0.18712605873513,0.0530271104825468,0.0379380033196213
"LBPSEMA4BRAIN155",-6.76336122946895e-18,-3.52774370577153e-18,3.61047549317446e-17,-4.98958842025996e-19,8.30725711987415e-18,0.35722279637531,0.224835151610642,0.145272448441691,0.0860622987847674,0.18660730478759
"LBPSEMA4BRAIN157",-6.15919351464449e-18,-2.34345890590701e-19,-1.10052006664748e-17,0.00663884903666345,-4.25922772935837e-18,0.459168611587854,0.245221601250221,0.191906584033474,0.0317128293134838,0.0653515247783043
"LBPSEMA4BRAIN158",-5.67494057126099e-18,3.32923686635782e-18,3.29104202019788e-17,1.76527009182301e-19,-3.70572945584015e-19,0.212557974520429,0.32571129116127,0.154603324743172,0.0343758819271489,0.27275152764798
"LBPSEMA4BRAIN159",-2.3784078738467e-17,-2.00842427510637e-18,2.67359540214165e-18,-7.39701765185654e-19,-1.57889007352102e-18,0.329310494388791,0.20678074353362,0.360923685177155,0.072415287341841,0.0305697895585925
"LBPSEMA4BRAIN161",-1.00441516169604e-17,-3.06527543017312e-18,-2.24307145445994e-17,1.09937072310027e-19,-1.2007804729186e-18,0.365735484256336,0.214174828404268,0.358550399085049,0.0563679656210387,0.00517132263330875
"LBPSEMA4BRAIN163",5.13634854799899e-19,3.05474116362091e-18,-1.41670661590101e-19,0.0202438870063756,-4.59990775576524e-19,0.464111267880414,0.216340660907709,0.176263433385628,0.00150474332035148,0.121536007499522
"LBPSEMA4BRAIN164",-5.55883317549e-19,2.86564068425468e-18,1.93245373381888e-17,-1.70169373079267e-19,-1.99622672224408e-18,0.286121034922911,0.230799644792741,0.414558439421035,0.068520880863313,-5.1871056043635e-20
"LBPSEMA4BRAIN166",-1.60537492322897e-17,-1.65146722414972e-18,-1.20832113574555e-17,1.22103467772561e-19,-3.74291617337027e-19,0.181883936487662,0.265579676493878,0.427775979827899,0.112916543553936,0.0118438636366261
"LBPSEMA4BRAIN167",1.65983360470999e-17,-4.18864997189765e-18,2.42861765951197e-18,-1.29880584637062e-18,1.45385867454401e-17,0.266693138983207,0.246373012705863,0.404681225082269,0.0664346053597343,0.0158180178689261
"LBPSEMA4BRAIN168",-2.90168932203705e-18,-2.70110900878273e-18,1.26762267565716e-17,3.27771272258279e-19,1.20908972230716e-18,0.360073253449517,0.245811960201918,0.324394026108445,0.0675885803671742,0.00213217987294593
"LBPSEMA4BRAIN170",-3.31537967992115e-17,3.11706200989066e-18,-1.45630152623947e-17,1.283016796855e-18,-5.04328695283199e-19,0.237763158220291,0.236540149813968,0.371686117561887,0.12968827592166,0.0243222984821941
"LBPSEMA4BRAIN172",-1.95573432164452e-17,6.46594700966367e-18,-9.23013010693841e-18,0.0305602469263745,2.98784453715689e-19,0.474760966422265,0.232336599687562,0.251887340522582,2.75400214711855e-19,0.0104548464412166
"LBPSEMA4BRAIN173",1.81357234160715e-18,-1.21480746684872e-19,-3.93049720056877e-18,-1.80121279036783e-19,2.99378724460893e-18,0.00738118253381989,0.243807431121904,0.436853631658397,0.224971603303458,0.0869861513824222
"LBPSEMA4BRAIN175",-1.87466128593349e-17,5.65222720684655e-18,-2.43559162232032e-17,0.00709654393607545,-2.50498069873839e-18,0.4343815702599,0.262675543517812,0.275563099969339,0.0202832423168735,-1.08580427961026e-20
