"","PC1","PC2","PC3"
"LBPSEMA4BRAIN001",-3.14236156062543,1.20405237202191,-0.877039729563343
"LBPSEMA4BRAIN002",-3.12959280724238,0.572417441846679,0.0166107865299319
"LBPSEMA4BRAIN003",-3.33516163984333,-0.422339652190796,-0.57010900168565
"LBPSEMA4BRAIN004",4.1281687258174,-0.220780135562182,1.1382945893161
"LBPSEMA4BRAIN005",1.18870597933184,1.2158538107012,-0.549307746147798
"LBPSEMA4BRAIN006",2.81397748341689,1.86695306285625,-0.1585258489688
"LBPSEMA4BRAIN008",-6.20745110167297,0.474546688467227,0.394573534511709
"LBPSEMA4BRAIN010",-3.05506377898362,1.21351724926711,0.334634155723428
"LBPSEMA4BRAIN012",-4.26426782316978,-0.155123681111938,-1.0602057110923
"LBPSEMA4BRAIN013",8.13312807104617,0.0485184438659873,1.29165519102306
"LBPSEMA4BRAIN014",-1.41259724342066,1.37949719004772,-0.57248044269243
"LBPSEMA4BRAIN015",-5.76894203409001,-0.0975987672718106,-0.689165116883181
"LBPSEMA4BRAIN016",-4.69380069339971,-0.777437330298114,1.55989009653831
"LBPSEMA4BRAIN017",-2.51782859239769,-0.970380870699435,0.834119852279922
"LBPSEMA4BRAIN019",0.885405624887073,2.40574847354729,1.15579303616822
"LBPSEMA4BRAIN020",-3.4725690904998,0.272143233500734,0.0167546817015973
"LBPSEMA4BRAIN021",-4.25532228446547,-1.07041380475269,1.40949761897602
"LBPSEMA4BRAIN022",0.245438068407385,-0.0248772511715113,-0.579443918003189
"LBPSEMA4BRAIN023",6.8830571918399,-0.275816405351022,1.12480494929093
"LBPSEMA4BRAIN025",-0.171604382483341,0.645947096765607,0.471966419097774
"LBPSEMA4BRAIN026",0.246931508015621,-1.1552483258107,0.784210998998327
"LBPSEMA4BRAIN028",-4.10839162892791,-0.112559070424692,-0.404128836916054
"LBPSEMA4BRAIN029",-1.24063636105158,-1.18985026528814,0.233343907443792
"LBPSEMA4BRAIN030",-5.26587066502898,-0.843277563407937,0.758793318894136
"LBPSEMA4BRAIN031",5.93131750575276,-0.606947954590855,-0.431062677098224
"LBPSEMA4BRAIN032",-2.2148528770606,-0.414808145052107,0.248147896684476
"LBPSEMA4BRAIN033",-3.7560269713879,1.2220239277799,1.0504557724183
