"","PC1","PC2","PC3"
"LBPSEMA4BRAIN001",-4.56742137995803,-2.06065448598139,-0.380282751013605
"LBPSEMA4BRAIN002",-4.61294829248052,-0.612087139656363,-0.591443518195883
"LBPSEMA4BRAIN003",-4.86769635615282,-0.548302262262858,1.13380787679233
"LBPSEMA4BRAIN004",5.89444665587137,0.966336213946792,-0.979353087859602
"LBPSEMA4BRAIN005",1.6258213738702,-1.56229521236005,-0.679207741144645
"LBPSEMA4BRAIN006",4.32777985256703,-1.53501608551288,-2.05518877991061
"LBPSEMA4BRAIN008",-9.38151744809464,-0.123462597918392,-0.687084055824776
"LBPSEMA4BRAIN010",-4.4202569332,-0.701155682049978,-1.38382360806752
"LBPSEMA4BRAIN012",-6.20487926029625,-1.13759460801734,1.12048978727726
"LBPSEMA4BRAIN013",11.650748976466,1.22288387631493,-1.20529112710794
"LBPSEMA4BRAIN014",-1.86905135031389,-1.72376839025256,-1.13553446882517
"LBPSEMA4BRAIN015",-8.51697784222993,-1.0007499585326,1.00442436875038
"LBPSEMA4BRAIN016",-7.50063254657282,1.78963026112164,-0.518826267718941
"LBPSEMA4BRAIN017",-3.76744217528814,1.70971899435676,-0.0735609577464954
"LBPSEMA4BRAIN019",1.26581230545541,-0.867625309346039,-3.1664149624739
"LBPSEMA4BRAIN020",-5.08151370148664,0.350111590251071,-0.834928548476612
"LBPSEMA4BRAIN021",-6.81216506284114,2.67036365725294,-0.234553491779884
"LBPSEMA4BRAIN022",0.772987502525125,-1.14916741873763,0.60958339035568
"LBPSEMA4BRAIN023",10.4196858957845,1.04221078009293,-0.751688045875002
"LBPSEMA4BRAIN025",-0.30329094740404,-0.323033714960892,-0.801770975663742
"LBPSEMA4BRAIN026",0.263307963575613,1.66533459993937,0.781670780999185
"LBPSEMA4BRAIN028",-6.07107836890602,-0.620160524087983,0.855968699654917
"LBPSEMA4BRAIN029",-1.89755179922173,1.31006379943095,0.858757727466677
"LBPSEMA4BRAIN030",-8.14050382854429,1.85488160212453,-0.0143552661690398
"LBPSEMA4BRAIN031",8.90971356823425,0.201361917291944,1.33528284229723
"LBPSEMA4BRAIN032",-3.40796337175257,0.500115642528372,0.326978622836671
"LBPSEMA4BRAIN033",-5.5170088700354,-0.133072986835024,-1.88074199900495
"LBPSEMA4BRAIN034",1.113630352484,-2.24299633567079,-0.185833038957451
"LBPSEMA4BRAIN035",-3.57909239653865,-1.34487334459055,-0.423249442023394
"LBPSEMA4BRAIN036",1.05432878439869,-1.14471390834621,1.5491695044106
"LBPSEMA4BRAIN037",14.7443123559169,0.388256707588452,-0.933532362687957
"LBPSEMA4BRAIN038",1.13086672527207,-1.38091664064742,-2.31635465340947
"LBPSEMA4BRAIN039",-1.26631546230372,-0.663644245808063,-3.53813311838075
"LBPSEMA4BRAIN040",2.894142991517,0.316395245999948,0.381921394899212
"LBPSEMA4BRAIN043",8.97284258096542,1.5155615881133,-0.868820245517751
"LBPSEMA4BRAIN044",2.72820270813037,-1.73298416251788,-0.279372291226291
"LBPSEMA4BRAIN045",-2.63163745575218,-1.59882598105252,-1.36169982691821
"LBPSEMA4BRAIN046",2.0510094386703,-1.07652993980641,1.59266686858269
"LBPSEMA4BRAIN047",3.36674079692259,-0.953177185717092,2.66335859940358
"LBPSEMA4BRAIN048",16.2315592802532,0.479655887591023,-0.53563721409714
"LBPSEMA4BRAIN050",3.04800972676634,-1.72196883309871,-1.90561106356937
"LBPSEMA4BRAIN051",-4.76415011966163,2.45099858557709,0.491660582610054
"LBPSEMA4BRAIN054",11.7433092320187,0.913632799435186,-1.21108353838275
"LBPSEMA4BRAIN055",8.70075673507464,0.17184198868863,1.02507256211824
"LBPSEMA4BRAIN056",-3.7339455517549,-1.06544786348666,-1.75464336083929
"LBPSEMA4BRAIN058",2.8164515843956,-1.17842758216894,-0.341647023810732
