"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"LBPSEMA4BRAIN003",-25.2733952058993,-1.05834430619353,2.2065924221487,-3.20964988594646,1.20769817105647,-3.45793656526509,0.205092365194565,-1.84378124944164
"LBPSEMA4BRAIN004",5.89776415175284,8.90433577523785,7.84487918847437,-7.58422482758919,-1.77179129991872,3.71406980968994,1.68437779780722,0.898396845706417
"LBPSEMA4BRAIN012",-24.7202331727496,-3.66280637448374,1.73012154929859,-1.16391302962603,3.55622291493124,-0.311516918901599,-5.13962603765339,4.97968795374253
"LBPSEMA4BRAIN013",25.0479472803561,8.85840996045042,5.27987632221359,-4.06727001516138,-2.50323857228929,-1.87781534490794,0.275379180741194,-0.601061364623162
"LBPSEMA4BRAIN015",-37.386508278806,-0.145275512218413,4.56993237819267,-5.28669709403176,-0.545608179040936,-1.6173881187549,-1.49607088604301,0.769338273584919
"LBPSEMA4BRAIN021",-27.0141512725453,10.0360921322371,-0.263610067447917,4.73335637645711,-0.811872532697145,1.85990574943397,1.63141069567389,2.69933128031735
"LBPSEMA4BRAIN022",-11.4122301508661,-3.46843853048374,2.27445640474223,-6.34668978051997,-2.58880723492036,2.13361879153974,3.17626033634874,2.17705896351834
"LBPSEMA4BRAIN023",21.130946805908,0.838985472408511,-1.90258653195159,3.96318569606978,-8.42577086841461,-5.24899242817517,-1.18956730389125,4.57324749732102
"LBPSEMA4BRAIN026",-3.62365319034553,0.719320613474639,-1.01186996668403,6.16655956322058,1.64435860765557,2.39335660295936,1.8179332081452,4.28182631773717
"LBPSEMA4BRAIN028",-27.0753929111444,-0.819819308924677,2.73847126497457,-1.41312601918395,0.761783272013838,-1.57910538829629,-1.92675045521921,3.14350905808287
"LBPSEMA4BRAIN029",-14.3571902246867,1.75864490365416,1.24929798454857,0.665213444653185,3.25172065978802,-0.103109947982514,4.17439019792401,1.34285449723976
"LBPSEMA4BRAIN031",16.7013745241163,-7.17587602102041,-0.634870831442195,0.808583666177754,1.13801357966675,2.15324002370334,4.37422671069316,0.646335541650194
"LBPSEMA4BRAIN036",-6.74953761885364,-7.91430809688473,2.16311027327596,3.00455710102704,-2.70416344421283,-4.72886003618242,0.13598720570562,-0.983632295895652
"LBPSEMA4BRAIN037",33.3514641955129,0.254345805638136,6.70937355842249,-1.23433741577773,2.5222538829339,2.30998457020407,1.55649451230406,0.452333550467874
"LBPSEMA4BRAIN040",-1.04242949393274,0.216294806686472,-1.57467860287229,1.05250662534584,-3.75028407427243,0.202634796976334,-0.329806573579083,2.13983545422551
"LBPSEMA4BRAIN043",21.3447957996657,5.52654119380285,-8.30834811649278,-4.96189691021493,-1.87644801997039,-3.26175233069555,1.22128105794896,1.44455240319247
"LBPSEMA4BRAIN046",-5.75578670914867,-6.20422484753577,2.47746193388524,-2.18513535183692,1.64688687146982,-1.96622624236891,0.958017145788717,0.172981815943017
"LBPSEMA4BRAIN047",5.70027262409073,-9.60860246471197,-5.86011679954218,-1.3040377077922,4.44276215517599,3.1065558636604,-1.14213132967231,1.89927575351079
"LBPSEMA4BRAIN048",45.8127843704101,-5.12969713333125,-0.799583715851802,6.76507596122724,6.02855895886528,-0.111355837127132,-1.09238464031427,1.08173115733514
"LBPSEMA4BRAIN051",-14.732403299034,10.3330866269169,-13.0210735812485,1.15761061751143,-3.7628744521756,0.862370250689767,-3.28942063891378,-2.18318954470075
"LBPSEMA4BRAIN054",25.3138688754221,6.93189538268391,4.61909056004711,-3.62207566995898,-6.12283211217566,-2.40361070705913,-2.24363018281566,-0.956540691124217
"LBPSEMA4BRAIN055",21.6087533137393,-1.54299055716965,-7.87800822621554,-3.61054178074546,5.33890811291187,0.808566649549683,2.3497107691639,2.01158229541772
"LBPSEMA4BRAIN066",24.1601647027246,5.27927730910767,-3.15280496605844,0.571410698968609,-4.18626874358076,-3.39622619326628,-5.31705434882289,0.58015063806653
"LBPSEMA4BRAIN071",12.9544326463532,0.10272661009209,-0.916464801064699,-2.15354934513218,-10.9925494141069,-0.0949237587912875,2.0735001484607,3.58243967566684
"LBPSEMA4BRAIN072",20.4964513372992,-3.01764753662062,-10.2715898577039,2.04334476939598,-6.4940767202446,-5.28180448456673,-4.12868781986196,1.00617384582952
"LBPSEMA4BRAIN081",-28.9036169184002,11.5546804237436,-0.595535141851456,2.82638723119141,0.269586217735985,-2.51349592539524,4.07597565557849,-3.11723205659104
"LBPSEMA4BRAIN083",2.9284354030125,-1.03382029615321,-4.14493652925162,1.66300089904947,-3.39983846729991,-7.82596808009017,-1.75867468388715,-1.39856350679036
"LBPSEMA4BRAIN085",-18.178111859739,-5.70050624735513,2.05055541097486,-1.26097884806163,1.04268458456817,-2.6274331718984,0.227631285932462,-1.41528586413549
"LBPSEMA4BRAIN091",-7.84184733198612,10.9799971764033,7.98925866144506,-6.81767112307542,3.79160897993141,1.39614541968684,-1.44190902666318,-0.216525127569599
"LBPSEMA4BRAIN092",-24.4855630243804,-4.04459060463613,2.69050588568459,-3.44651324743314,2.31936076576038,-2.40468147199222,-0.477068031711291,-0.546704950145621
"LBPSEMA4BRAIN094",-4.3737974386238,-4.25563576628985,2.97486850708365,-2.64388843965504,1.86387815237828,2.73170616515214,-0.329114111398636,-2.37740307390043
"LBPSEMA4BRAIN096",24.7162699154391,6.48491594301366,4.91340401411304,0.029034067915033,0.29398280933969,-4.6512806302587,-3.59221214619138,-3.18647645602292
"LBPSEMA4BRAIN098",-25.7019766684846,-1.80337332815427,3.91535488076109,-4.91299384902806,-0.814413789148514,-0.983749381912733,1.98326911565812,-2.0047791214709
"LBPSEMA4BRAIN104",25.5494872618934,-0.409524763973795,-10.2497910046757,-0.686661824341075,-4.90637004630228,-4.3063518400229,0.226083653117519,-0.981030504412513
"LBPSEMA4BRAIN105",-15.9813467036675,-4.4619922203567,-0.863928377927909,5.56911630640434,-1.90330546536083,-2.93041798476186,-1.94506826584115,-0.0918439791123292
"LBPSEMA4BRAIN106",29.0478705666946,2.33814641830827,7.84339370647169,-3.2010945892684,1.30560398861893,3.93997611032684,-2.32557787173542,2.84884071002408
"LBPSEMA4BRAIN111",-15.2118365973676,-3.60460931822851,-1.65654182182905,-1.62096968768085,-9.95123285344537,-0.384535814762758,-2.80527132948616,0.424679795980761
"LBPSEMA4BRAIN112",-10.4108858209509,-7.71112566771336,0.627984563565982,2.7400931176812,0.452593849668105,-1.50861400666418,-0.716110562549334,1.84388191969902
"LBPSEMA4BRAIN119",18.3797207142745,-1.29827595889702,4.94651648250772,2.22637429239253,-1.35170673682032,1.96463082120724,-3.48381038456514,-3.49755545261264
"LBPSEMA4BRAIN127",5.61911190646912,-6.53260669757115,-3.03709167222281,0.511557062816629,-2.20641873404206,3.1175855096701,-3.02804739002676,6.23443008242956
"LBPSEMA4BRAIN132",18.5964425366174,-2.76997027890649,3.3919371397164,1.44935929202375,1.7249061777924,6.36008706344684,0.614533571135534,-2.13798590091891
"LBPSEMA4BRAIN133",-20.5698649047221,5.85648089005988,-2.22111998147188,1.10845315258765,0.358499608929945,1.92278191735484,-1.15449080202947,1.68251783810517
"LBPSEMA4BRAIN134",-38.8565803558015,5.48818028953336,1.98515701099597,-11.8464127568631,-4.89924801118086,4.19499389012541,2.98909399197136,-1.73405038513651
"LBPSEMA4BRAIN138",16.7015208205468,-1.23336161552865,-10.4901566429136,-0.111094973147255,1.58985308063805,-0.637002636074738,-0.473499251803501,-0.351027703574519
"LBPSEMA4BRAIN140",-21.369491047019,7.97135458498077,-0.261749418839833,5.11097862426254,5.66922051886463,0.088282890003285,2.62359207366326,3.02988693675316
"LBPSEMA4BRAIN141",-29.0002504748972,0.602627629134622,1.72394054071713,-2.44083092572485,-2.25381302629267,1.4584595903512,1.41183517114955,-0.0832705553532505
"LBPSEMA4BRAIN147",-23.5699502740101,-2.68062679990687,2.85906910774575,-3.94431740358938,0.924027964550461,-1.32567932779116,-0.77785706822294,1.77677583141216
"LBPSEMA4BRAIN150",34.1154076337379,1.64417988886483,2.17972322871637,0.628590818813003,-3.48403426661506,-0.127353006273471,-6.19337424358264,4.40954020645797
"LBPSEMA4BRAIN152",-6.51944751383485,-9.78475190607996,-1.55788590576606,-1.1908337589571,3.86415862603151,-1.45956241869606,-0.13473367096505,-1.3596816753855
"LBPSEMA4BRAIN154",-1.4150130649491,-3.87168953503852,1.439818874723,-3.80181358668417,-2.2299315324561,2.45386663019675,3.96196533170502,0.798589368852819
"LBPSEMA4BRAIN155",20.3985694029951,1.23292839406771,-10.0288660497912,-3.30746914475609,-0.348892166587489,-3.03996466293125,2.10596298364807,-0.948506180448438
"LBPSEMA4BRAIN157",-27.1061059910605,-3.99395754320872,2.12804461123375,-4.99909266450428,1.14839571581595,-0.19198119447105,-1.46289276175664,1.97183229469809
"LBPSEMA4BRAIN159",-5.31086593402583,-1.27257951715815,0.616669159060921,4.72354690699564,-0.471053222831611,3.97908079156074,0.631585491348329,-3.22347179900156
"LBPSEMA4BRAIN163",-14.0036552239244,-4.56166157013189,0.407979312095378,-2.17977206292998,-2.75674642124762,0.571253491582905,0.067835492632175,0.216459748454411
"LBPSEMA4BRAIN176",9.56471198345953,1.614311860534,-10.7767989902124,-7.62118859114616,-2.92595477068012,-0.756812431667143,0.682241554779575,-5.14592565278448
"LBPSEMA4BRAIN178",12.7713650530879,-0.315163545665009,4.75425780048809,2.38471685328344,2.70062376918765,4.73373202612523,-6.40546038319172,1.26047305613509
"LBPSEMA4BRAIN180",32.3770116206358,-0.375086222765938,-1.13942196216819,1.48824828343728,0.0947805583059094,-4.23157454566961,-3.46807583734907,-1.85038422216396
"LBPSEMA4BRAIN183",13.9672327725442,-8.52796231797539,-1.52784898086813,5.05300733602584,-2.39873037419936,-3.22067291149755,-1.12437304524015,-0.0861333808776751
"LBPSEMA4BRAIN184",-6.9065557786833,22.8193760713742,-0.0860189408710052,3.50504400203105,-1.69625952024385,0.791983341362864,1.02076580798505,-4.39650505588716
"LBPSEMA4BRAIN191",-14.5010256393745,-1.05237732020129,1.78543165377498,-0.443023833440946,-6.33712519332632,2.2676697482886,1.03342367306504,-0.196901957986819
"LBPSEMA4BRAIN193",-21.6967444653698,-2.70368644536304,-8.7557535012502,-5.63093899815372,5.13185937919948,2.09831555852088,-6.35406879715388,-0.917877190838764
"LBPSEMA4BRAIN203",-5.54457977768863,-7.30164041731461,3.32273984519634,2.52367908962438,-1.29979405025308,-0.22644450910498,-0.805913331719719,-3.76853107039099
"LBPSEMA4BRAIN209",29.2497214821221,-0.0821194377408627,-0.665078252855489,0.912587740579746,2.42565944572241,-0.277274837654798,-2.78040629978007,-0.88014075942095
"LBPSEMA4BRAIN215",-30.9804979958279,9.46461141992071,-0.907816527954563,3.89637872010393,-3.22598761882178,-0.0963048877341114,2.6991363885873,0.21069646321261
"LBPSEMA4BRAIN220",-12.2495299852536,-6.40259414537284,2.14556820185318,-0.94406482358058,2.71310067834783,-4.971234221866,0.281022394592136,-0.441809155525425
"LBPSEMA4BRAIN224",14.3949051529232,-4.21115091258329,3.10432003831166,1.63384401627984,-0.822681045590504,6.57914002576521,-0.894013455045751,-0.0202258946111725
"LBPSEMA4BRAIN227",-17.5634382752562,-4.83334359230621,2.89419369981118,-0.946267526774018,-3.30983549609981,-0.573548922965017,1.22540540133027,1.15604330024729
"LBPSEMA4BRAIN233",-8.55314752831614,16.8568234885932,-5.62160964255377,2.55111679301747,-4.52585751562208,-1.18724668905064,4.03094698926056,0.71672975214433
"LBPSEMA4BRAIN238",6.35457448303637,-0.327007784783003,-9.874856877345,-7.24061509573997,-2.52041605861042,-1.31013808837091,-1.85810896354613,-1.3148412336754
"LBPSEMA4BRAIN242",-16.3173893122814,-6.25763920019201,2.63404736151569,3.65347293255309,1.85615464731184,-1.92339705622349,-0.207521740210414,1.81350466394141
