"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16"
"LBPSEMA4BRAIN001",-21.4118390732451,11.61675953554,-2.57862836122393,0.987012755005679,-1.30994767807974,3.00831008303758,-0.126832561475487,0.96573713104141,-2.6766774561409,2.34157950420283,-1.26309036694323,1.51910765082566,-3.48738908740651,1.81160551519403,-3.49887435960196,3.00851098173592
"LBPSEMA4BRAIN002",-17.2539749536475,0.747248309728184,1.47937647061217,-1.15554731066031,-2.59454435394723,-5.63791399796468,5.17281608442434,-0.48051349041177,-4.72465775993735,4.1897193190032,2.04692159694956,1.01609251295714,-0.343633145041268,-1.77647048014331,0.810401593622711,1.23282734859067
"LBPSEMA4BRAIN003",-17.9101961827085,4.49532037656034,-7.13421960458472,-2.83502433871558,1.10020045161876,3.06121847386725,-3.76726007990367,0.16855160699711,5.73874715234097,2.3440113623138,-5.32182658957095,-2.87409601833389,-0.509199466392753,2.41384758148929,-0.761080662285494,0.23781763214898
"LBPSEMA4BRAIN004",15.7753219568878,0.376325499687495,9.05794158405125,6.4602781733223,11.2634009292377,3.36981677742752,-4.87711244952467,-8.44544009083972,1.61023697074745,-1.08057871743557,-3.59849310631338,6.44601407917814,-2.20098352415422,0.395334319164814,0.770808066088942,-2.25373794121655
"LBPSEMA4BRAIN005",0.314529943520728,12.78808963479,1.55749111013792,-1.58589060327731,-3.04844248904485,5.62979732500756,4.6578748144674,0.555100562289316,1.02180309550064,0.920962578506818,2.18074288952861,-1.16673657091794,-0.514401289696895,2.37587864379075,-2.34150580155248,1.43186976305998
"LBPSEMA4BRAIN006",9.06098313264495,12.1108025520616,12.194265151996,0.391690902625533,-3.29737212293944,-3.30547388284026,2.98974623696718,1.25227722156484,-4.26437980240213,1.79011872865529,2.85869049583976,0.553819457527344,4.25056671361342,-0.0640693033847139,-2.69333779504019,-1.06684919662025
"LBPSEMA4BRAIN008",-37.1952541499162,-4.79948331118774,1.83800579873366,4.16891458822722,0.973198530603699,1.87718727471799,1.40803653431585,-1.8659264094234,-3.72875624300465,1.24439541262292,-1.43760672512897,2.32249534154115,-3.07994307669295,-2.10088572952261,0.239347046380966,3.27348660220465
"LBPSEMA4BRAIN010",-19.0805372954591,3.35953431191443,5.91887193850881,-2.0044716896727,-1.42240904523731,-3.8812787990128,5.45440242286725,2.14249914805583,-2.67373851505187,1.55588697461091,0.211335755868103,1.66991610152996,0.117395495147782,0.94239051166334,0.455411971669626,1.43113045146861
"LBPSEMA4BRAIN012",-17.1894972054157,5.24928032281411,-11.542376383742,-0.504235553503027,-0.866920359657255,1.60402735828084,-1.10955844493314,-4.73562143052251,-3.20554203554784,6.49245515719174,1.07468220267394,1.02168716734924,-2.2255366273027,4.31556988659501,-1.43385381754589,-2.87360410647446
"LBPSEMA4BRAIN013",40.3155849619784,-8.54951332099228,5.98002382491422,0.67733813499571,10.4498678369149,6.39347395926538,-11.4829219747631,-4.44999448554731,-5.99530789198157,-5.51722119188703,0.570040577374957,1.2922998283436,-4.17594284127893,1.70560119600279,-3.52546414958863,-0.397811141911988
"LBPSEMA4BRAIN014",-11.326755961141,10.4614460917378,0.697579897294167,3.20796923107841,-2.47028175156275,3.82539496001158,-2.17917585232024,0.285309196126347,-3.10839560430323,3.37293775440731,0.441600523730699,0.65305156202849,0.455676903262037,0.641394831689007,-0.0344522520578153,-0.216165956595162
"LBPSEMA4BRAIN015",-30.8938363121802,5.37740433911882,-9.24469439498822,-2.79245659704858,5.83779966826753,-7.56331402957683,-6.48045797358744,-0.589814395578143,-1.20012549314129,-1.3711053014589,2.19043952701079,2.89900119830827,-1.0027414256908,0.604504887754256,-1.39508913751734,2.92341294193224
"LBPSEMA4BRAIN016",-30.8467202707343,-9.8132927788146,5.02151332677128,4.42134386199474,5.67885684476025,1.99302513102676,4.67428688640388,-3.60761806514542,0.687177767978852,-2.74396757130899,-1.23701682322157,0.104369530945875,1.24181156125259,-0.19956663720359,0.46216847426239,1.5292456659703
"LBPSEMA4BRAIN017",-4.94426910926999,-16.6386953365128,3.52022757199936,7.20917996573146,-7.41734829734792,-7.92020372073467,6.6794025832164,2.08813490493427,2.42761414096899,-0.0957106344436675,0.145466543673573,0.00741310971546455,-0.259433686665754,-3.33877802436418,0.972090124401165,-0.435292058148448
"LBPSEMA4BRAIN019",-4.35207803909622,8.23599775347274,14.7820319729502,1.68517677431554,-1.93679489852552,7.95648160966152,4.63148301989812,-0.237123066306361,-3.65935980727424,-4.20299369210744,0.488528717399688,-1.80133960944366,1.43775481616056,1.09561091184944,-1.45363907060488,1.25464516854906
"LBPSEMA4BRAIN020",-11.6860140027468,-12.6395436943589,-0.672337059044569,9.80623403931406,-8.3836681025283,1.70934344653736,0.54085641502591,3.19543864732195,1.5674452963185,-2.28152094094396,2.75186035471834,1.20235786702799,-1.61841287352493,-2.33839703870047,2.06108890656979,0.716232743038408
"LBPSEMA4BRAIN021",-17.7097431062409,-21.0945132810319,-3.55547715054198,-0.137855958049653,6.59663306279235,2.37283071409271,2.28658581726804,-4.95137958293664,-4.99306195871922,-1.75705691772559,0.110184383074496,8.70671665108757,2.64286402307051,3.86150673591495,1.64458519339374,-5.94446798023131
