"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13"
"LBPSEMA4BRAIN003",-29.7175119615644,6.84207272481849,-3.97458293933159,2.39267825731368,-0.955112715288986,5.28154793226522,-1.57467140660199,6.32530836941601,-1.02880322442671,0.418110360360833,-4.28048422129656,0.954129217428628,-1.44779855600604
"LBPSEMA4BRAIN004",6.53160646234794,-1.91883322730749,-14.6337835303252,6.67197320872883,3.2557010114552,10.4296808742632,-1.66975787300893,-5.19859827257439,-0.927733769616863,-1.02543937671564,5.03754373356748,-3.3305469306751,-4.05976005763884
"LBPSEMA4BRAIN012",-29.9337063876536,8.18799104160078,0.267683422121874,-0.782473010454214,0.958994439176126,5.60663563808221,-1.58306765853457,-1.63285386337827,7.84871652255025,-0.2375434955789,0.0667411238732102,3.2417376264701,-2.09863450271151
"LBPSEMA4BRAIN013",29.9197849882738,-7.80663356471184,-2.4925736246567,4.60530269842496,-5.29686239257194,11.7940825949417,7.29865744852644,-8.91902431693064,-4.36800785497949,0.413597049033976,3.02711339222098,0.462492363139395,-3.93177204356552
"LBPSEMA4BRAIN015",-43.0285333094326,6.70890842564909,-7.40591022365878,-2.97171330247847,1.35294215449058,2.11251394721835,8.08896561808593,-1.87960366712037,-1.33462349407932,-0.0426097683154035,3.07774920434722,2.11188211568537,2.4237552932472
"LBPSEMA4BRAIN021",-29.2771061204033,-20.0576640484016,-0.127011187932577,0.368455668985646,-0.952675953138452,2.36941699169725,-3.36408799707171,-6.01106609017162,2.73948183846134,-6.43527568591975,3.54650755927069,-2.59404546323269,-4.22159746916889
"LBPSEMA4BRAIN022",-15.0578533355098,12.2523187666353,-10.899340701122,0.330539934185889,8.51769893669786,-2.39308639201473,0.0559704040792976,-3.75516153880411,1.32183579428174,-2.33735608158819,-2.0975516423039,-5.02500620077129,0.115659261377217
"LBPSEMA4BRAIN023",24.860185191731,-2.81961414712862,2.4338265714958,14.0820563702368,-7.06622933564986,-4.78175947045604,0.772872712824839,-0.748667082673907,1.82699194823462,-5.90949832488977,-0.100724376073393,0.216072233168496,0.594681078929814
"LBPSEMA4BRAIN026",-3.38552539737793,-13.0810045086554,1.99355015660458,-9.66202090426194,-3.88210922806826,-8.94863582116954,-0.300741202038421,-4.67555674645894,-1.4331488012419,-4.39983002138173,0.42512721947571,-3.41023905562439,4.23104955740334
"LBPSEMA4BRAIN028",-31.4933449695681,4.75935818423961,-2.35222358735118,1.84628647561607,1.49215312629296,3.00519994905037,-3.97298517443457,1.26701114219926,2.43723446038873,-4.03606703655522,3.95133641295838,0.901973095560738,3.27977283338571
"LBPSEMA4BRAIN029",-15.6090431604174,-7.51605009395708,2.86611459413666,-2.86456716271464,-0.938330958959225,3.64394199400331,-5.27057291029763,0.317768194835959,1.12022311737293,-2.4980124422211,-2.72899607528053,-3.95884291082208,6.31412262445462
"LBPSEMA4BRAIN031",17.3837910030018,10.3057822819565,0.666378641000952,-0.469704600483781,-1.58463457878996,1.1987786154005,-13.1853891063649,3.86232885731637,-1.69362889849904,1.95846273532335,-3.59671744183053,-1.94351382337843,-0.923945950991439
"LBPSEMA4BRAIN036",-8.14025107338831,12.5927469135784,5.84387100477056,2.00152201328884,-11.3598032170268,-0.807915767632503,4.66144442621588,0.150669123077397,-4.3113726916619,0.105096339282244,2.09522417707881,0.245226461853992,0.420726786935281
"LBPSEMA4BRAIN037",35.6477665650386,6.21701254658501,-13.2320319172966,-7.01161148917158,2.10157314672177,-0.0127850363674657,-3.43750650197382,-3.57782941524241,-0.634874472644205,-4.63531527149686,2.00181046114423,1.01979315154856,-2.13081363189498
"LBPSEMA4BRAIN040",-0.798415394487009,-6.53888431524061,6.79465109621356,3.70949977655325,-4.26011403182297,-1.67433460962207,2.64225308534577,-5.01803581923262,-0.24890332502863,1.68792864001543,-2.92477193718303,-1.92692056941391,-1.05578433127118
"LBPSEMA4BRAIN043",25.7604430806834,-9.01787632947172,0.0851127430503475,-0.899725796242795,12.4461788963279,-4.05837540652612,5.83192565960696,-1.10069854078717,-2.74571445607106,-2.4458855950349,-2.94186879514618,6.65151738170174,4.08952785401274
"LBPSEMA4BRAIN046",-8.14619706107992,14.3913597029884,-0.643971672113978,1.23467299967002,0.403840004444545,4.44723200211641,-3.63829498045665,2.18328670573858,0.808892787564328,-2.53552908115718,-1.13542896037935,-0.58985253405648,-0.691798822269635
"LBPSEMA4BRAIN047",5.83069091963635,12.2468114841545,10.040670382476,-1.43261750748866,6.07049034594097,1.20335603148982,-7.50204174660731,2.34376849228769,1.58306041833664,-2.20822963047787,5.06161623569458,-2.85193479213043,-0.193015720793124
"LBPSEMA4BRAIN048",52.2851847523521,0.396651839834541,13.2795799471719,-6.60121017352647,-4.71696153469266,3.38307995411224,-9.3612519538676,0.308812174377561,2.57780861546878,-4.20940795445843,7.7054471915988,2.64174142583059,3.18985952192044
"LBPSEMA4BRAIN051",-13.9104447811611,-22.5466595674685,9.1429762666951,11.6120941626177,9.36183958565897,-6.54151068281747,-0.014716966118498,5.15221514071315,-1.37803021193282,0.849216093276087,3.23941700027302,2.9537409951863,-0.116152057470243
