"","x"
"LBPSEMA4BRAIN001",-1.00360768361339
"LBPSEMA4BRAIN002",-1.28767907217883
"LBPSEMA4BRAIN003",-1.54920299274921
"LBPSEMA4BRAIN004",1.78096797111605
"LBPSEMA4BRAIN005",1.16227347769925
"LBPSEMA4BRAIN006",2.08852680745069
"LBPSEMA4BRAIN008",-2.9461494971843
"LBPSEMA4BRAIN010",-0.928101684972532
"LBPSEMA4BRAIN012",-1.84292949821483
"LBPSEMA4BRAIN013",3.62576370242035
"LBPSEMA4BRAIN014",0.0532818610766536
"LBPSEMA4BRAIN015",-2.74937479702664
"LBPSEMA4BRAIN016",-2.56253276023549
"LBPSEMA4BRAIN017",-1.40693399989429
"LBPSEMA4BRAIN019",1.33577210147179
"LBPSEMA4BRAIN020",-1.39333470873127
"LBPSEMA4BRAIN021",-2.72873189743182
"LBPSEMA4BRAIN022",0.0628388376452224
"LBPSEMA4BRAIN023",2.98473088048576
"LBPSEMA4BRAIN025",0.432941470146805
"LBPSEMA4BRAIN026",-0.155630730907903
"LBPSEMA4BRAIN028",-1.88966549307903
"LBPSEMA4BRAIN029",-1.04426481722099
"LBPSEMA4BRAIN030",-2.89770573498004
"LBPSEMA4BRAIN031",3.02125189966251
"LBPSEMA4BRAIN032",-0.949448107734921
"LBPSEMA4BRAIN033",-1.3994664930009
"LBPSEMA4BRAIN034",0.628036569443687
"LBPSEMA4BRAIN035",-0.768043726708046
"LBPSEMA4BRAIN036",0.214335387325531
"LBPSEMA4BRAIN037",4.81069704199748
"LBPSEMA4BRAIN038",1.33565132181476
"LBPSEMA4BRAIN039",0.335238708801312
"LBPSEMA4BRAIN040",0.40519187198572
"LBPSEMA4BRAIN043",2.48948837507741
"LBPSEMA4BRAIN044",1.147183955537
"LBPSEMA4BRAIN045",-0.0883231302551647
"LBPSEMA4BRAIN046",0.625301964717668
"LBPSEMA4BRAIN047",0.707685229453435
"LBPSEMA4BRAIN048",5.00764623046827
"LBPSEMA4BRAIN050",1.65395089160422
"LBPSEMA4BRAIN051",-1.99847268572954
"LBPSEMA4BRAIN054",3.59534814332261
"LBPSEMA4BRAIN055",2.33407332583074
