"","x"
"LBPSEMA4BRAIN001",-1.94365856747541
"LBPSEMA4BRAIN002",-1.99350377935764
"LBPSEMA4BRAIN003",-2.10499759511951
"LBPSEMA4BRAIN004",2.84835065299856
"LBPSEMA4BRAIN005",0.752318124705053
"LBPSEMA4BRAIN006",2.17127045994973
"LBPSEMA4BRAIN008",-4.15767458469802
"LBPSEMA4BRAIN010",-1.84099642778155
"LBPSEMA4BRAIN012",-2.6533665095084
"LBPSEMA4BRAIN013",5.45748119942072
"LBPSEMA4BRAIN014",-0.782128246655918
"LBPSEMA4BRAIN015",-3.83267866012027
"LBPSEMA4BRAIN016",-3.34826504171806
"LBPSEMA4BRAIN017",-1.78731064230414
"LBPSEMA4BRAIN019",0.97517734654256
"LBPSEMA4BRAIN020",-2.20039912571963
"LBPSEMA4BRAIN021",-2.99752069345148
"LBPSEMA4BRAIN022",0.370685894515366
"LBPSEMA4BRAIN023",4.64785535476375
"LBPSEMA4BRAIN025",0.116482456982307
"LBPSEMA4BRAIN026",0.00950985301666517
"LBPSEMA4BRAIN028",-2.62856295985472
"LBPSEMA4BRAIN029",-1.07348504514311
"LBPSEMA4BRAIN030",-3.86420871222767
"LBPSEMA4BRAIN031",4.10062336882706
"LBPSEMA4BRAIN032",-1.55142772904112
"LBPSEMA4BRAIN033",-2.48115479029982
"LBPSEMA4BRAIN034",0.728486396504962
"LBPSEMA4BRAIN035",-1.43809448738027
"LBPSEMA4BRAIN036",0.608664888514689
"LBPSEMA4BRAIN037",6.84097594138341
"LBPSEMA4BRAIN038",0.723756916488122
"LBPSEMA4BRAIN039",-0.465923424965822
"LBPSEMA4BRAIN040",1.0340489385926
"LBPSEMA4BRAIN043",3.91828608161405
"LBPSEMA4BRAIN044",1.27442052635729
"LBPSEMA4BRAIN045",-0.894122772838994
"LBPSEMA4BRAIN046",0.969165277802611
"LBPSEMA4BRAIN047",1.62096947610813
"LBPSEMA4BRAIN048",7.23904236654521
"LBPSEMA4BRAIN050",1.54384554033306
"LBPSEMA4BRAIN051",-2.25909086841161
"LBPSEMA4BRAIN054",5.37990025005995
"LBPSEMA4BRAIN055",3.81853995800154
"LBPSEMA4BRAIN056",-1.38640699374399
"LBPSEMA4BRAIN058",1.42333304019927
"LBPSEMA4BRAIN060",2.3913782571945
"LBPSEMA4BRAIN063",-1.47464441607633
"LBPSEMA4BRAIN064",-1.66015391994964
"LBPSEMA4BRAIN065",-3.54067195756433
"LBPSEMA4BRAIN066",4.44389418853124
"LBPSEMA4BRAIN069",0.738471534517998
"LBPSEMA4BRAIN071",4.00143363399101
"LBPSEMA4BRAIN072",3.06130932176617
"LBPSEMA4BRAIN077",-1.71477718423609
"LBPSEMA4BRAIN080",0.869953440126699
"LBPSEMA4BRAIN081",-3.2973304744476
"LBPSEMA4BRAIN083",1.12255803511848
"LBPSEMA4BRAIN084",-3.3348082002765
"LBPSEMA4BRAIN085",-1.48073311753813
"LBPSEMA4BRAIN086",-0.297538616963184
